,Estimate,Date,HCP Id,Customer Tags,Zip,Description,Amount,Labor,Materials,Win_Loss,Bid Employee,Crew,Latitude,Longitude,Total Income,Subcontractor,Total Supplies,Total Cost of Goods Sold,Net Income
1816,10479,5/17/2021 13:00,88948600,,80014,Exterior Residential Painting - Exterior Preparation,3942.5,2897.5,1245,1,1,,39.676498,-104.85282,96.8,,0,0,96.8
1817,10497-1,5/18/2021 17:00,88964264,,80015,Interior Painting-2 Coats,2471,2091,530,0,1,,39.608322,-104.736065,,,,,
1818,10497-2,5/18/2021 17:00,90267873,,80015,Railing,580,580,0,0,1,,39.608322,-104.736065,,,,,
1819,10480,5/13/2021 12:00,88996391,"google,no review",80014,Exterior Residential Painting - Exterior Preparation,6582.5,5012.5,1870,1,1,,39.653383,-104.82545,,,,,
1820,10481,5/13/2021 14:00,89065635,,80013,Exterior Residential Painting - Exterior Painting - 2 Coats,680,460,220,0,1,,39.664149,-104.760645,,,,,
1821,10482,5/17/2021 11:00,89072883,Referral,80129,Repair Drywall and Paint where 5 can lights were removed,620,620,0,1,2,,39.556342,-105.020183,,,,,
1822,10483-1,5/18/2021 12:30,89246047,"debby miller,no review",80211,Interior Painting-2 Coats,5975,4920,1055,0,1,,39.760628,-105.009042,0,3950,0,3950,-3950
1823,10483-2,5/18/2021 12:30,90145488,"debby miller,no review",80211,Interior Painting-2 Coats,6955,6150,1055,1,1,,39.760628,-105.009042,0,3950,0,3950,-3950
1824,10545,6/18/2021 10:00,91160746,"debby miller,no review",80229,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,3,,39.861672,-104.953112,0,3950,0,3950,-3950
1825,10623-1,,93919384,"debby miller,no review",80229,Exterior Residential Painting - Exterior Preparation,4027.5,3177.5,850,0,3,,39.861672,-104.953112,0,3950,0,3950,-3950
1826,10623-2,,93920700,"debby miller,no review",80229,Interior Painting-2 Coats,6650,6150,700,0,3,,39.861672,-104.953112,0,3950,0,3950,-3950
1827,10623-3,,94622145,"debby miller,no review",80229,Cabinets - Cabinet Preparation,3440,2760,680,0,3,,39.861672,-104.953112,0,3950,0,3950,-3950
1828,10643,,94623035,"debby miller,no review",80212,,0,0,0,1,,,39.775093,-105.050766,0,3950,0,3950,-3950
1829,10623-4,,94628160,"debby miller,no review",80229,Interior Painting-2 Coats Doors and Trim,3755,3075,680,0,3,,39.861672,-104.953112,0,3950,0,3950,-3950
1830,10647,,94634249,"debby miller,no review",80212,Window Painting,3902.5,3510,592.5,0,,,39.775093,-105.050766,0,3950,0,3950,-3950
1831,10484-1,5/24/2021 16:00,89249578,"Referral,referral: Adam Colpur,no review",80012,Exterior Residential Painting - Exterior Painting - 2 Coats,4250,3505,1095,1,1,,39.692236,-104.842701,0,1950,0,1950,-1950
1832,10484-2,5/24/2021 16:00,91033067,"Referral,referral: Adam Colpur,no review",80012,Interior Painting-2 Coats,6645,5765,1230,1,1,,39.692236,-104.842701,0,1950,0,1950,-1950
1833,10504,5/18/2021 14:30,89264730,,80238,Exterior Residential Painting - Exterior Preparation,4137.5,3942.5,395,1,1,,39.757448,-104.890162,,,,,
1834,10486,5/19/2021 12:00,89426046,"neighbor getting work done,no review",80238,Exterior Residential Painting - Exterior Preparation,8992.5,7112.5,1880,1,1,,39.76306,-104.872487,,,,,
1835,10487,5/19/2021 14:00,89445569,,80238,Fence,1410,1410,0,0,1,,39.756422,-104.884434,,,,,
1836,10488,5/31/2021 13:00,89581659,Nextdoor,80015,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.634695,-104.754587,,,,,
1837,10489,5/18/2021 11:00,89586671,existing customer,80238,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.758293,-104.886434,,,,,
1838,10513,5/18/2021 17:00,89594945,,80238,Exterior Residential Painting - Exterior Preparation,6851.25,5606.25,1445,0,1,,39.763198,-104.89464,,,,,
1839,10521-1,5/20/2021 13:00,89601582,no review,80238,Exterior Residential Painting - Exterior Preparation,5450,4380,1270,1,1,,39.762882,-104.896237,,,,,
1840,10521-2,5/20/2021 13:00,90436418,no review,80238,Modern Farmhouse Wood,1890,1890,0,1,1,,39.762882,-104.896237,,,,,
1841,10521-3,5/20/2021 13:00,90436472,no review,80238,Front Railing,7620,4740,2880,0,1,,39.762882,-104.896237,,,,,
1842,10506,5/19/2021 12:30,89615332,,80238,Exterior Residential Painting - Exterior Preparation,5487.5,4380,1357.5,1,1,,39.765422,-104.884732,,,,,
1843,10498,5/18/2021 12:30,89627277,,80013,Exterior Residential Painting - Exterior Preparation,4155,2910,1245,1,1,,39.650208,-104.763258,4155,1700,0,1700,2455
1844,10490-1,5/20/2021 10:00,89699942,"google,no review",80238,Window Trim Replacement,4090,4590,0,1,1,,39.757665,-104.868289,,,,,
1845,10490-2,5/20/2021 10:00,90268088,"google,no review",80238,Exterior Residential Painting - Exterior Preparation,5150,4380,1270,1,1,,39.757665,-104.868289,,,,,
1846,10491-1,5/19/2021 16:00,89818147,google,80020,Exterior Residential Painting - Exterior Preparation,7170,5260,1910,1,1,,39.944241,-105.076131,,,,,
1847,10491-2,5/19/2021 16:00,90268014,google,80020,Gutters,710,710,0,1,1,,39.944241,-105.076131,,,,,
1848,10491-3,5/19/2021 16:00,90448540,google,80020,South Side Wood Steps,740,740,0,1,1,,39.944241,-105.076131,,,,,
1849,10492,5/26/2021 12:00,89831021,Referral,80113,Exterior Residential Painting - Exterior Preparation,7540,5695,2145,0,1,,39.629852,-104.97767,,,,,
1850,10606,6/16/2021 8:00,92797471,Referral,80122,Interior Painting-2 Coats,3780,3075,705,0,4,,39.588409,-104.950263,,,,,
1851,10493,,89838936,no review,80021,Interior Painting-2 Coats,10470,9650,1320,1,,,39.876505,-105.075572,,,,,
1852,10495,5/20/2021 12:30,89842614,,80238,Exterior Residential Painting - Exterior Preparation,4525,3505,1270,1,1,,39.749886,-104.893027,,,,,
1853,10494,5/20/2021 15:00,89849756,Nextdoor,80134,Exterior Residential Painting - Exterior Preparation,5450,4380,1270,0,1,,39.529041,-104.7861,,,,,
1854,10514,5/20/2021 17:00,89953925,no review,80238,Exterior Residential Painting - Exterior Preparation,4356.25,3286.25,1270,1,1,,39.750512,-104.893562,,,,,
1855,10524-1,5/24/2021 10:30,90050793,no review,80134,Exterior Residential Painting - Exterior Preparation,4962.5,3942.5,1270,1,1,,39.501486,-104.820814,,,,,
1856,10524-2,5/24/2021 10:30,90591180,no review,80134,North Side Window Trim,590,590,0,1,1,,39.501486,-104.820814,,,,,
1857,10524-3,5/24/2021 10:30,90591296,no review,80134,Deck Railings,690,690,0,1,1,,39.501486,-104.820814,,,,,
1858,10499,5/25/2021 10:00,90059718,Nextdoor,80015,Garage Door and Trim,467.5,380,87.5,0,1,,39.617018,-104.738089,,,,,
1859,10500,5/21/2021 17:00,90066679,,80126,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,2,,39.555891,-104.989532,,,,,
1860,10501-1,6/1/2021 13:00,90099901,Yelp,80016,Exterior Residential Painting - Exterior Preparation,5710,4740,1270,1,1,,39.584098,-104.697334,,,,,
1861,10501-2,6/1/2021 13:00,91411011,Yelp,80016,Deck,980,980,0,1,1,,39.584098,-104.697334,,,,,
1862,10502-1,5/25/2021 12:00,90119101,neighbor getting work done,80238,Exterior Residential Painting - Exterior Preparation,5357.5,4162.5,1445,1,1,,39.789557,-104.893402,,,,,
1863,10502-2,5/25/2021 12:00,90866436,neighbor getting work done,80238,Trim Replacement,830,620,210,1,1,,39.789557,-104.893402,,,,,
1864,10502-3,5/25/2021 12:00,90866570,neighbor getting work done,80238,Fencing,910,910,0,1,1,,39.789557,-104.893402,,,,,
1865,10503-1,5/25/2021 13:00,90119553,Referral,80016,Deck,1645,1260,385,1,1,,39.586078,-104.723518,,,,,
1866,10503-2,5/25/2021 13:00,91033842,Referral,80016,Master Suite,1735,1385,350,1,1,,39.586078,-104.723518,,,,,
1867,10505,,90146763,,80238,Exterior Residential Painting - Exterior Preparation,9005,7225,1780,1,,,39.763072,-104.873156,,,,,
1868,10507-1,5/31/2021 16:30,90200891,Referral,80015,Exterior Residential Painting - Exterior Preparation,3960,3065,1095,0,1,,39.631289,-104.793854,,,,,
1869,10507-2,5/31/2021 16:30,91316651,Referral,80015,Pergola,955,780,175,0,1,,39.631289,-104.793854,,,,,
1870,10508-1,5/25/2021 9:00,90226009,renter,80138,Trim Replacement,2490,1880,610,0,1,,39.522117,-104.748645,,,,,
1871,10508-2,5/25/2021 9:00,92007589,renter,80138,Exterior Residential Painting - Exterior Preparation,4993.75,3723.75,1270,0,1,,39.522117,-104.748645,,,,,
1872,10508-3,5/25/2021 9:00,92007723,renter,80138,Gutter Front of Home,560,560,0,0,1,,39.522117,-104.748645,,,,,
1873,10512-1,5/24/2021 14:30,90228640,,80221,Exterior Residential Painting - Exterior Preparation,2380,1635,745,1,1,,39.787504,-105.018003,0,1080,0,1080,-1080
1874,10512-2,5/24/2021 14:30,90589970,,80221,Cabinets - Cabinet Preparation,1525,920,805,1,1,,39.787504,-105.018003,0,1080,0,1080,-1080
1875,10509,5/25/2021 11:00,90244191,google,80015,Drywall Installation,3740,3740,0,0,1,,39.637888,-104.819413,,,,,
1876,10511,5/22/2021 13:00,90249826,Facebook,80238,Exterior Residential Painting - Exterior Preparation,3940,2670,1270,0,4,,39.787697,-104.893763,,,,,
1877,10515,5/31/2021 15:00,90282921,Neighbourhood Facebook Group,80134,Drip Edge,810,810,0,0,1,,39.511826,-104.824989,,,,,
1878,10516,5/25/2021 11:00,90289465,Referral,80126,Exterior Residential Painting - Exterior Preparation,4424.7,3455,1060,0,2,,39.553163,-104.944754,,,,,
1879,10517-1,5/25/2021 12:00,90310483,"google,no review",80126,Exterior Residential Painting - Exterior Preparation,5290,4230,1060,1,2,,39.533809,-104.948561,,,,,
1880,10517-2,5/25/2021 12:00,90885559,"google,no review",80126,Wood Repair/Replacement,2475,2190,285,1,2,,39.533809,-104.948561,,,,,
1881,10520-1,5/24/2021 9:30,90319218,,80238,Exterior Residential Painting - Exterior Preparation,5350,4380,1270,0,1,,39.762889,-104.892719,,,,,
1882,10520-2,5/24/2021 9:30,90589829,,80238,Trim and Siding Replacement,1920,1310,610,0,1,,39.762889,-104.892719,,,,,
1883,10520-3,5/24/2021 9:30,90590279,,80238,New Fencing,980,980,0,0,1,,39.762889,-104.892719,,,,,
1884,10534,5/24/2021 15:30,90320185,,80126,"Popcorn Scrape, Re-texture, Paint",9420,8420,1000,0,2,,39.54622,-104.972495,,,,,
1885,10542,5/28/2021 9:30,90354481,,80238,Exterior Residential Painting - Exterior Preparation,4780,3505,1650,1,1,,39.756944,-104.868946,,,,,
1886,10519,,90392571,Stapleton,80239,"Painting quotes - Free Cabinet Painting Estimate: (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,,,39.805744,-104.874721,,,,,
1887,10541,5/28/2021 8:45,90430797,,80238,Exterior Residential Painting - Exterior Preparation,5350,4380,1270,0,1,,39.764785,-104.893666,,,,,
1888,10522,5/19/2021 14:00,90437851,,80130,Drywall Repairs,3485,2935,550,0,2,,39.52201,-104.938771,,,,,
1889,10523,5/27/2021 16:00,90511901,Referral,80016,Exterior Residential Painting - Exterior Preparation,4873.75,3723.75,1450,0,1,,39.601467,-104.687056,,,,,
1890,10539,5/26/2021 17:00,90529422,,80018,Exterior Residential Painting - Exterior Preparation,3919.75,2935.5,1184.25,1,1,,39.696249,-104.711563,,,,,
1891,10586,6/14/2021 8:00,91999604,,80018,"Commercial, Epoxy Coatings, Color Consultations - Color Consultation",130,130,0,1,1,,39.696249,-104.711563,,,,,
1892,10525,,90623769,flyer,80016,,0,0,0,1,,,39.625277,-104.712283,,,,,
1893,10528,5/28/2021 11:00,90685987,flyer,80016,Interior Painting-2 Coats,7375,6325,1050,0,1,,39.625277,-104.712283,,,,,
1894,10526-1,,90670099,no review,80129,Interior Painting-2 Coats,8135,7435,700,1,3,,39.530108,-104.991028,,,,,
1895,10526-3,,90673921,no review,80129,Baseboard Removal,6635,5545,1090,1,3,,39.530108,-104.991028,,,,,
1896,10526-5,,90850773,no review,80129,Flooring Removal and Install,4600,4600,0,1,3,,39.530108,-104.991028,,,,,
1897,10527,5/27/2021 9:00,90683086,google,80012,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.702906,-104.816868,,,,,
1898,10529-1,5/28/2021 14:00,90690602,Referral,80124,Exterior Residential Painting - Exterior Preparation,4298.75,3503.75,1095,1,1,,39.530629,-104.89858,,,,,
1899,10529-2,5/28/2021 14:00,91186429,Referral,80124,Fence,910,910,0,1,1,,39.530629,-104.89858,,,,,
1900,10604,7/1/2021 10:00,93314927,Referral,80124,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,3,,39.530629,-104.89858,,,,,
1901,10530,5/28/2021 8:00,90751021,"Referral,Debbie Miller",80233,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.903357,-104.962415,,,,,
1902,10543,5/28/2021 15:00,90761487,,80122,Exterior Residential Painting - Exterior Preparation,5237.5,3942.5,1595,1,1,,39.593184,-104.954574,,,,,
1903,10531,5/31/2021 8:00,90765676,Referral,80127,Interior Painting - Master Bedroom Walls - 2 Coats,850,690,160,1,2,,39.58151,-105.114558,,,,,
1904,10532-1,6/7/2021 15:00,90793672,google,80126,Interior Painting - Walls - 2 Coats,5210,4320,890,1,2,,39.53535,-104.957591,0,2450,0,2450,-2450
1905,10532-2,6/7/2021 15:00,92131700,google,80126,,0,0,0,1,2,,39.53535,-104.957591,0,2450,0,2450,-2450
1906,10532-3,6/7/2021 15:00,92278518,google,80126,Main Floor and Upstairs Baseboards,8365,8365,0,0,2,,39.53535,-104.957591,0,2450,0,2450,-2450
1907,10533,6/2/2021 10:00,90848654,neighbor getting work done,80016,Garage Floor,4250,3990,510,0,1,,39.566878,-104.691087,,,,,
1908,10556,6/2/2021 17:00,90922726,no review,80126,Exterior Residential Painting - Exterior Preparation,5380,4320,1060,1,2,,39.560838,-104.968109,,,,,
1909,10536,6/1/2021 9:00,90957842,"Highlands ranch,no review",80126,Wood Replacement,540,390,150,1,2,,39.538931,-104.988049,,,,,
1910,10537,6/2/2021 14:00,90994058,"neighbors,no review",80547,Exterior Residential Painting - Exterior Preparation,4492.5,3547.5,1270,1,1,,40.51205,-104.950706,,,,,
1911,10538,6/2/2021 12:00,90995765,neighbor getting work done,80238,Interior Painting-2 Coats,1405,1230,175,1,1,,39.757116,-104.881223,,,,,
1912,10540,,91044979,,80204,,0,0,0,1,,,39.723388,-105.033339,,,,,
1913,10544,6/1/2021 10:00,91102289,google,80210,Drywall Repair and Paint,630,630,0,0,1,,39.67321,-104.958475,,,,,
1914,10551-1,6/1/2021 12:30,91195066,,80238,Exterior Residential Painting - Exterior Preparation,5775,4830,1270,0,1,,39.796229,-104.889949,,,,,
1915,10551-2,6/1/2021 12:30,92006791,,80238,Exterior Residential Painting - Exterior Preparation,6825,4830,2320,1,1,,39.796229,-104.889949,,,,,
1916,10546,6/2/2021 15:00,91222815,"Referral,Doing neighbours painting,no review",80547,Exterior Residential Painting - Exterior Preparation,3970,3175,1095,1,1,,40.511876,-104.950684,,,,,
1917,10547,6/3/2021 12:00,91228469,"Referral,Boelker",80547,Exterior Residential Painting - Exterior Preparation,3992.5,3285,1007.5,1,1,,40.508252,-104.965016,,,,,
1918,10548,6/3/2021 9:00,91241125,"saw truck,no review",80138,Interior Painting-2 Coats,8237.5,7687.5,1050,1,1,,39.507173,-104.716862,,,,,
1919,10549,6/7/2021 10:30,91250334,,80227,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,3,,39.65659,-105.116459,,,,,
1920,10566,6/3/2021 8:00,91324185,,80238,Interior Painting-2 Coats,2937.5,2520,617.5,0,1,,39.760235,-104.871698,,,,,
1921,10550,6/3/2021 15:30,91336551,google,80013,Interior Painting-2 Coats,2062.5,1445,617.5,1,1,,39.658692,-104.77898,,,,,
1922,10552,,91416988,,80134,Interior Painting-2 Coats,4087.5,3507.5,880,0,,,39.51305,-104.801079,,,,,
1923,10553-1,6/8/2021 13:00,91442162,google,80238,Exterior Residential Painting - Exterior Preparation,8312.5,6192.5,2420,1,1,,39.762115,-104.869764,,,,,
1924,10553-2,6/8/2021 13:00,92192732,google,80238,Pergola and Trellis.,980,980,0,0,1,,39.762115,-104.869764,,,,,
1925,10555,6/8/2021 11:00,91483734,brian jackobson,80013,Interior Painting-2 Coats,3395,3040,705,0,1,,39.671452,-104.757707,,,,,
1926,10574,6/7/2021 14:30,91505541,,80015,Exterior Residential Painting - Exterior Preparation,5366,4571,1095,0,1,,39.63264,-104.804742,,,,,
1927,10591-1,6/11/2021 12:30,91562462,no review,80238,Interior Painting-2 Coats,3180,2900,530,1,1,,39.76311,-104.886111,,,,,
1928,10591-2,6/11/2021 12:30,94547197,no review,80238,Wallpaper Installation ,420,340,80,1,1,,39.76311,-104.886111,,,,,
1929,10573,6/7/2021 15:30,91570036,,80130,Interior Painting - Walls - 2 Coats,4245,3565,680,0,2,,39.540756,-104.909728,,,,,
1930,10557,6/10/2021 15:00,91577929,Referral,80134,Windows,5755,4060,1695,0,1,,39.453619,-104.707555,,,,,
1931,10558,6/9/2021 13:00,91583212,Referral,80130,Exterior Residential Painting - Exterior Preparation,4235,3410,1060,1,2,,39.545623,-104.928604,,,,,
1932,10595,6/7/2021 11:30,91662044,,80014,Interior Painting-2 Coats,2725,2460,465,0,4,,39.6636,-104.827963,,,,,
1933,10567,6/8/2021 17:00,91671332,,80017,Interior Painting-2 Coats,5510,4180,1330,1,4,,39.688594,-104.785053,,,,,
1934,10561,6/7/2021 9:00,91688310,google,80126,Wood Replacement,685,535,150,1,2,,39.539473,-104.981657,,,,,
1935,10562,6/10/2021 11:00,91703742,google,80137,Basketball Court ,4265,3680,585,0,1,,39.725419,-104.568567,,,,,
1936,10563,6/7/2021 11:30,91730081,neighbor getting work done,80218,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.723793,-104.96843,,,,,
1937,10564,6/8/2021 9:00,91742908,,80017,Cabinets - Cabinet Preparation,2822,2392,430,0,1,,39.697997,-104.793447,,,,,
1938,10565,6/8/2021 15:00,91788379,"Referral,Andy Strauss",80236,Cabinets - Cabinet Preparation,3670,920,2950,0,3,,39.664732,-105.028912,,,,,
1939,10568,,91913828,,,,0,0,0,1,,,0,0,,,,,
1940,10569,6/9/2021 11:30,91923235,"google,no review",80014,Interior Painting-2 Coats,2987.5,2432.5,555,1,1,,39.645119,-104.811164,,,,,
1941,10570,6/10/2021 10:00,91946548,next door,80134,Interior Painting-2 Coats,7115,5535,1580,0,4,,39.482056,-104.779267,,,,,
1942,10571,6/8/2021 14:00,91961937,no review,80126,Interior Painting - 2 Coats,8000,7905,870,1,2,,39.557707,-104.932622,,,,,
1943,10572,6/10/2021 13:00,91962486,google,80129,Interior Painting - All Walls - 2 Coats,11985,10535,1450,1,2,,39.535107,-105.020166,,,,,
1944,10575,,92013912,,80504,Cabinets - Cabinet Painting,4330,3830,500,1,,,40.118949,-104.965988,,,,,
1945,10577,6/10/2021 12:30,92096772,,80016,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.581437,-104.696459,,,,,
1946,10590,6/11/2021 12:30,92148268,,80015,Exterior Residential Painting - Exterior Preparation,4517.5,3535,1182.5,1,1,,39.614166,-104.738693,,,,,
1947,10578,6/15/2021 11:30,92238571,refferal,80016,Kitchen Cabinets - Cabinet Preparation,11560,9395,2365,1,4,,39.60284,-104.694535,,,,,
1948,10579,6/22/2021 9:00,92238740,,80111,Exterior Trim,1865,1680,385,0,1,,39.602566,-104.920398,,,,,
1949,10581,,92302908,,80233,Exterior Residential Painting - Exterior Preparation,3885,3022.5,1112.5,0,,,39.903933,-104.921015,,,,,
1950,10582-1,6/16/2021 12:00,92369382,,80104,Exterior Residential Painting - Exterior Preparation,3985,3265,920,1,3,,39.369177,-104.788559,,,,,
1951,10582-3,6/16/2021 12:00,93217350,,80104,Fence Staining,1820,1480,340,1,3,,39.369177,-104.788559,,,,,
1952,10714,,97079185,,80104,Interior Painting-2 Coats Walls,3912.5,3382.5,530,0,,,39.369177,-104.788559,,,,,
1953,10584,6/14/2021 15:30,92441772,no review,80238,Exterior Residential Painting - Exterior Preparation,5182.5,4162.5,1270,1,1,,39.754946,-104.892133,,,,,
1954,10583,6/16/2021 14:00,92446488,,80134,Exterior Residential Painting - Exterior Preparation,4542.5,3822.5,920,1,3,,39.509697,-104.804243,,,,,
1955,10585,6/14/2021 9:30,92468314,,80238,Interior Painting-2 Coats,5970,4430,1740,0,1,,39.756548,-104.881274,,,,,
1956,10601,6/14/2021 12:30,92586161,,80111,Interior Painting-2 Coats,3605,3075,530,0,4,,39.597405,-104.830589,,,,,
1957,10588,6/14/2021 14:00,92623521,google,80013,Exterior Residential Painting - Exterior Preparation,2650,2630,220,0,1,,39.641412,-104.798437,,,,,
1958,10592,,92762685,,80233,Exterior Residential Painting - Exterior Preparation,3966.25,3066.25,1200,1,,,39.903933,-104.921015,,,,,
1959,10593-1,6/15/2021 12:30,92819641,,80012,Interior Painting-2 Coats,6465,5555,1410,0,4,,39.685409,-104.857893,,,,,
